Genre_Main,topic,ChunkCount,NumChunks_in_Genre,Percentage_within_Genre,topic_label,topic_summary,top_words
History,22,3,940,0.3191,22. Trojan War Characters and Mythology,Trojan War Characters and Mythology,"hector, achilles, troylus, aiax, troy, diomed, patroclus, paris, hectors, troyan"
History,2,2,940,0.2128,2. Cosmology and Afterlife Concepts,Cosmology and Afterlife Concepts,"great, death, minde, gods, earth, loe, place, world, things, light"
History,8,2,940,0.2128,8. Nobility and Aristocratic Court Life,Nobility and Aristocratic Court Life,"dutchesse, duke, signiour, borgia, court, love, madam, prince, grace, lord"
History,5,1,940,0.1064,5. Roman political and mythological figures,Roman political and mythological figures,"brutus, rome, pompey, great, martius, men, antony, people, world, gods"
History,7,1,940,0.1064,7. Expressions of Praise and Affection,Expressions of Praise and Affection,"loue, loues, siluia, faire, protheus, eyes, heart, louer, siluio, louers"
History,9,1,940,0.1064,9. City governance and civic honor,City governance and civic honor,"london, maior, worthy, honor, yeare, time, honour, day, londons, city"
History,12,1,940,0.1064,12. Historical figures and warfare in Ottoman context,Historical figures and warfare in Ottoman context,"tamburlaine, baiazet, zenocrate, mahomet, tamburlain, armes, theridamas, persea, crowne, turkish"
History,21,1,940,0.1064,21. Sleep and Dreaming Processes,Sleep and Dreaming Processes,"sleepe, bed, night, dreame, rest, day, awake, wake, light, dreames"
History,23,1,940,0.1064,23. Medieval language and natural elements,Medieval language and natural elements,"wyth, dothe, doothe, agayne, lyght, styll, hande, syght, myght, seas"
History,24,1,940,0.1064,24. Latin function words,Latin function words,"est, non, que, sed, ego, si, hoc, qui, te, ad"
History,29,1,940,0.1064,29. Personal names and titles,Personal names and titles,"bacon, margret, lacie, peggie, frier, fryer, lacy, raphe, lord, edward"
History,64,1,940,0.1064,64. Marriage and Social Status,Marriage and Social Status,"ring, gaue, finger, begd, away, clarke, woman, wife, iudges, lord"
History,67,1,940,0.1064,67. Arthurian legend and medieval warfare,Arthurian legend and medieval warfare,"mordred, warres, arthur, arthurs, mordreds, fates, sire, brytaine, brytaines, gorlois"
History,71,1,940,0.1064,71. Religious morality and repentance,Religious morality and repentance,"god, synne, beleue, mercy, repent, sinne, repentance, lorde, godly, wicked"
History,11,0,940,0.0,11. Medieval religious and moral concepts,Medieval religious and moral concepts,"payne, god, gyue, thynke, parte, ryght, eueryman, heuen, wherfore, muche"
History,14,0,940,0.0,14. Mythology and Legendary Figures,Mythology and Legendary Figures,"greece, saturne, hercules, sonne, king, mother, iason, death, sonnes, orestes"
History,15,0,940,0.0,15. Roman political institutions and figures,Roman political institutions and figures,"senate, caesar, consul, rome, catiline, hem, seianvs, state, cato, st"
History,17,0,940,0.0,17. Middle English language and reasoning terms,Middle English language and reasoning terms,"ys, yt, wyth, thyng, shuld, wold, wyse, reason, theym, maner"
History,19,0,940,0.0,19. Theater and Drama Literature,Theater and Drama Literature,"printed, play, stage, acted, author, london, read, written, comedy, censure"
History,20,0,940,0.0,20. Religious texts and Christian theology,Religious texts and Christian theology,"lorde, lawe, soch, god, holy, christ, lawes, whan, gospell, saynt"
History,25,0,940,0.0,25. Characters and settings in a literary work,Characters and settings in a literary work,"melibea, calisto, celestina, parmeno, sempronio, lucrecia, old, elicia, house, paine"
History,27,0,940,0.0,27. Personal names and familial relationships,Personal names and familial relationships,"antonio, berinthia, trincalo, flauia, sebastiano, valasco, pandolfo, sister, armellina, love"
History,28,0,940,0.0,28. Ancient Roman political and military figures,Ancient Roman political and military figures,"marius, scilla, rome, pompey, frends, consull, scillas, caesar, cynna, vvhat"
History,31,0,940,0.0,31. Early Modern English Poetry and Names,Early Modern English Poetry and Names,"amyntas, phillis, noe, soe, stil, sweete, fro, whoe, shal, bony"
History,32,0,940,0.0,32. Religious figures and worship practices,Religious figures and worship practices,"god, iacob, temple, lord, philologus, lorde, saviour, prophet, doo, gods"
History,34,0,940,0.0,34. Roman political figures and power struggles,Roman political figures and power struggles,"caesar, cleopatra, antony, state, death, st, caesars, euer, blood, dead"
History,35,0,940,0.0,35. Medieval Market Goods and Trade,Medieval Market Goods and Trade,"numps, fayre, numpes, bartholmew, buy, bread, fine, ginger, peares, hem"
History,36,0,940,0.0,36. Medieval Romance and Chivalry,Medieval Romance and Chivalry,"roderigo, cimena, love, sancho, cid, honour, madam, king, heart, duty"
History,37,0,940,0.0,37. Trojan War and Greek Mythology,Trojan War and Greek Mythology,"troy, greekes, achilles, hectors, pyrrhus, troyans, agayne, hector, bloud, alas"
History,38,0,940,0.0,38. Shakespearean Drama Characters and Relationships,Shakespearean Drama Characters and Relationships,"hamlet, lord, horatio, laertes, mother, denmarke, king, father, leartes, heauen"
History,39,0,940,0.0,39. Ancient Punic and Roman Historical Figures and Events,Ancient Punic and Roman Historical Figures and Events,"carthage, scipio, syphax, sophonisba, massinissa, hannibal, rome, massanissa, asdruball, gods"
History,40,0,940,0.0,40. Roman historical figures and imperial themes,Roman historical figures and imperial themes,"rome, titus, andronicus, lucius, emperour, marcus, lauinia, gothes, sonnes, saturnine"
History,42,0,940,0.0,42. Roman-Egyptian Historical Figures and Relationships,Roman-Egyptian Historical Figures and Relationships,"antonius, cleopatra, anthony, queen, plutarch, dio, love, canidius, rome, egypt"
History,43,0,940,0.0,43. Medieval Religious and Familial Language,Medieval Religious and Familial Language,"wyfe, daye, godes, father, praye, therfore, wherfore, waye, tyll, woulde"
History,44,0,940,0.0,44. Classical Pastoral Poetry and Love Themes,Classical Pastoral Poetry and Love Themes,"siluia, cloris, thirsis, palaemon, ah, techne, euer, loue, heart, bene"
History,45,0,940,0.0,45. Medieval social roles and everyday objects,Medieval social roles and everyday objects,"clay, squire, awdrey, tub, turfe, puppy, hun, iohn, marten, chanon"
History,46,0,940,0.0,46. Venetian trade and commerce,Venetian trade and commerce,"anthonio, dulipo, philogano, camillo, venice, ducats, sicilia, portia, paper, futelli"
History,50,0,940,0.0,50. Shakespearean characters and events from Romeo and Juliet,Shakespearean characters and events from Romeo and Juliet,"romeo, tybalt, mercutio, iuliet, night, mountague, dead, romeos, paris, tibalt"
History,51,0,940,0.0,51. Renaissance nobility and aristocratic figures,Renaissance nobility and aristocratic figures,"andrea, hieronimo, horatio, balthazar, sforza, prince, lord, sonne, lorenzo, slaine"
History,56,0,940,0.0,56. Characters in a Shakespearean Comedy,Characters in a Shakespearean Comedy,"kate, ferando, polidor, bianca, lucentio, gremio, tranio, katherine, sander, petruchio"
History,57,0,940,0.0,57. Medieval English dialects and linguistic variation,Medieval English dialects and linguistic variation,"ich, neele, diccon, gammer, hodge, cham, chat, gogs, chil, hodg"
History,58,0,940,0.0,58. Characters and Marriage in Classical Drama,Characters and Marriage in Classical Drama,"pamphilus, dauus, chremes, simo, doo, glycerie, marriage, matter, carinus, childe"
History,61,0,940,0.0,61. Ancient historical figures and rulers,Ancient historical figures and rulers,"cyrus, abradates, panthea, gobrias, antiochus, libanio, campe, babylon, lord, dinon"
History,62,0,940,0.0,62. Medieval Household and Servitude Terms,Medieval Household and Servitude Terms,"hir, quod, fraunces, dame, mistresse, mistres, elynor, pergo, seruaunt, chamber"
History,63,0,940,0.0,63. Classical Friendship and Loyalty Narratives,Classical Friendship and Loyalty Narratives,"damon, pithias, dionisius, doo, kinge, carisophus, friendship, die, frindship, courte"
History,65,0,940,0.0,65. Medieval or Renaissance Drama Characters,Medieval or Renaissance Drama Characters,"faukenbridge, skinke, hermit, richard, redcap, fau, prince, porter, iohn, la"
History,66,0,940,0.0,66. Historical figures and royal relationships,Historical figures and royal relationships,"arcadius, lisimachus, demetrius, epire, polidora, seleucus, macarius, queene, love, madam"
History,68,0,940,0.0,68. Characters and events from the Aeneid epic poem,Characters and events from the Aeneid epic poem,"aeneas, dido, iarbus, didos, achates, anna, carthage, ascanius, ships, troy"
History,69,0,940,0.0,69. Classical Mythology and Performing Arts,Classical Mythology and Performing Arts,"apollos, apollo, siren, hedone, muses, shrouing, amphibius, play, schoole, whoope"
History,73,0,940,0.0,73. Classical Literature and Mythological Characters,Classical Literature and Mythological Characters,"evadne, pamphilus, techmessa, tyndarus, um, cleora, philoclea, mors, love, tutour"
History,74,0,940,0.0,74. Mythological Figures and Names,Mythological Figures and Names,"pandora, stesias, iphicles, melos, learchus, gunophilus, pandoraes, loue, fayre, vvhat"
Tragicomedy,0,180,609,29.5567,0. Domestic and marital relationships,Domestic and marital relationships,"loue, wife, pray, lady, house, master, gentleman, woman, sweet, husband"
Tragicomedy,25,100,609,16.4204,25. Characters and settings in a literary work,Characters and settings in a literary work,"melibea, calisto, celestina, parmeno, sempronio, lucrecia, old, elicia, house, paine"
Tragicomedy,26,46,609,7.5534,26. Nobility and Courtly Relations,Nobility and Courtly Relations,"duke, clarinda, loue, dukes, lord, madame, belieue, court, true, father"
Tragicomedy,66,33,609,5.4187,66. Historical figures and royal relationships,Historical figures and royal relationships,"arcadius, lisimachus, demetrius, epire, polidora, seleucus, macarius, queene, love, madam"
Tragicomedy,1,32,609,5.2545,1. Social roles and faith in daily life,Social roles and faith in daily life,"wife, gentlemen, gentleman, woman, pray, time, lady, faith, old, little"
Tragicomedy,10,23,609,3.7767,"10. Life, Death, and Emotional Experience","Life, Death, and Emotional Experience","death, dead, life, soule, teares, die, heart, griefe, loue, liue"
Tragicomedy,13,23,609,3.7767,13. Noble Titles and Family Relations,Noble Titles and Family Relations,"duke, lord, brother, florence, death, sciarrha, dead, treason, life, amidea"
Tragicomedy,44,22,609,3.6125,44. Classical Pastoral Poetry and Love Themes,Classical Pastoral Poetry and Love Themes,"siluia, cloris, thirsis, palaemon, ah, techne, euer, loue, heart, bene"
Tragicomedy,18,21,609,3.4483,18. Human emotions and existential themes,Human emotions and existential themes,"loue, euer, life, heart, thing, heare, death, way, said, men"
Tragicomedy,19,21,609,3.4483,19. Theater and Drama Literature,Theater and Drama Literature,"printed, play, stage, acted, author, london, read, written, comedy, censure"
Tragicomedy,8,16,609,2.6273,8. Nobility and Aristocratic Court Life,Nobility and Aristocratic Court Life,"dutchesse, duke, signiour, borgia, court, love, madam, prince, grace, lord"
Tragicomedy,21,12,609,1.9704,21. Sleep and Dreaming Processes,Sleep and Dreaming Processes,"sleepe, bed, night, dreame, rest, day, awake, wake, light, dreames"
Tragicomedy,73,9,609,1.4778,73. Classical Literature and Mythological Characters,Classical Literature and Mythological Characters,"evadne, pamphilus, techmessa, tyndarus, um, cleora, philoclea, mors, love, tutour"
Tragicomedy,64,8,609,1.3136,64. Marriage and Social Status,Marriage and Social Status,"ring, gaue, finger, begd, away, clarke, woman, wife, iudges, lord"
Tragicomedy,3,7,609,1.1494,3. Mythology and Precious Materials,Mythology and Precious Materials,"venus, cupid, loue, siluer, gold, great, hand, gods, white, earth"
Tragicomedy,7,7,609,1.1494,7. Expressions of Praise and Affection,Expressions of Praise and Affection,"loue, loues, siluia, faire, protheus, eyes, heart, louer, siluio, louers"
Tragicomedy,51,7,609,1.1494,51. Renaissance nobility and aristocratic figures,Renaissance nobility and aristocratic figures,"andrea, hieronimo, horatio, balthazar, sforza, prince, lord, sonne, lorenzo, slaine"
Tragicomedy,12,4,609,0.6568,12. Historical figures and warfare in Ottoman context,Historical figures and warfare in Ottoman context,"tamburlaine, baiazet, zenocrate, mahomet, tamburlain, armes, theridamas, persea, crowne, turkish"
Tragicomedy,41,4,609,0.6568,41. Religious devotion and moral conduct,Religious devotion and moral conduct,"heere, hic, lord, wit, pray, god, hazard, true, heare, men"
Tragicomedy,2,3,609,0.4926,2. Cosmology and Afterlife Concepts,Cosmology and Afterlife Concepts,"great, death, minde, gods, earth, loe, place, world, things, light"
Tragicomedy,46,3,609,0.4926,46. Venetian trade and commerce,Venetian trade and commerce,"anthonio, dulipo, philogano, camillo, venice, ducats, sicilia, portia, paper, futelli"
Tragicomedy,47,3,609,0.4926,47. Theatrical performance and literary works,Theatrical performance and literary works,"shake, stage, workes, liue, booke, cankring, parlying, hake, prodegie, stratford"
Tragicomedy,4,2,609,0.3284,4. Medieval English and French Nobility,Medieval English and French Nobility,"king, lord, yorke, france, duke, henry, edward, england, richard, lords"
Tragicomedy,14,2,609,0.3284,14. Mythology and Legendary Figures,Mythology and Legendary Figures,"greece, saturne, hercules, sonne, king, mother, iason, death, sonnes, orestes"
Tragicomedy,39,2,609,0.3284,39. Ancient Punic and Roman Historical Figures and Events,Ancient Punic and Roman Historical Figures and Events,"carthage, scipio, syphax, sophonisba, massinissa, hannibal, rome, massanissa, asdruball, gods"
Tragicomedy,52,2,609,0.3284,52. Literary Authorship and Textual Integrity,Literary Authorship and Textual Integrity,"writings, reade, bene, imitator, frauds, abu, maimed, quitted, draw, capacities"
Tragicomedy,54,2,609,0.3284,54. Classical and Early Modern Theater References,Classical and Early Modern Theater References,"greeke, stage, forth, paccuuius, marlowes, euripides, lily, gropes, cordoua, sockes"
Tragicomedy,55,2,609,0.3284,55. Poetry and poetic language,Poetry and poetic language,"poets, dry, lines, poet, line, auon, torned, nuncius, corp, antiquated"
Tragicomedy,59,2,609,0.3284,59. Commerce and Trade Practices,Commerce and Trade Practices,"playes, buy, obtai, leauened, weighd, dailie, stationer, priuiledges, peales, orth"
Tragicomedy,60,2,609,0.3284,60. Early modern literary and legal documents,Early modern literary and legal documents,"trifles, liuing, booke, exequutor, blount, vvrit, heereto, shakespeares, iaggard, patrones"
Tragicomedy,5,1,609,0.1642,5. Roman political and mythological figures,Roman political and mythological figures,"brutus, rome, pompey, great, martius, men, antony, people, world, gods"
Tragicomedy,6,1,609,0.1642,6. Medieval monarchy and nobility,Medieval monarchy and nobility,"king, lord, mortimer, gaueston, edward, france, england, lords, queene, maiestie"
Tragicomedy,15,1,609,0.1642,15. Roman political institutions and figures,Roman political institutions and figures,"senate, caesar, consul, rome, catiline, hem, seianvs, state, cato, st"
Tragicomedy,16,1,609,0.1642,16. Political authority and governance,Political authority and governance,"kings, feare, power, state, princes, lawes, men, ill, nature, rage"
Tragicomedy,22,1,609,0.1642,22. Trojan War Characters and Mythology,Trojan War Characters and Mythology,"hector, achilles, troylus, aiax, troy, diomed, patroclus, paris, hectors, troyan"
Tragicomedy,29,1,609,0.1642,29. Personal names and titles,Personal names and titles,"bacon, margret, lacie, peggie, frier, fryer, lacy, raphe, lord, edward"
Tragicomedy,33,1,609,0.1642,33. Medieval Nobility and Authority,Medieval Nobility and Authority,"admirall, chabot, chancellor, king, iudges, lord, kings, condemn, honour, life"
Tragicomedy,35,1,609,0.1642,35. Medieval Market Goods and Trade,Medieval Market Goods and Trade,"numps, fayre, numpes, bartholmew, buy, bread, fine, ginger, peares, hem"
Tragicomedy,37,1,609,0.1642,37. Trojan War and Greek Mythology,Trojan War and Greek Mythology,"troy, greekes, achilles, hectors, pyrrhus, troyans, agayne, hector, bloud, alas"
Tragicomedy,9,0,609,0.0,9. City governance and civic honor,City governance and civic honor,"london, maior, worthy, honor, yeare, time, honour, day, londons, city"
Tragicomedy,11,0,609,0.0,11. Medieval religious and moral concepts,Medieval religious and moral concepts,"payne, god, gyue, thynke, parte, ryght, eueryman, heuen, wherfore, muche"
Tragicomedy,17,0,609,0.0,17. Middle English language and reasoning terms,Middle English language and reasoning terms,"ys, yt, wyth, thyng, shuld, wold, wyse, reason, theym, maner"
Tragicomedy,20,0,609,0.0,20. Religious texts and Christian theology,Religious texts and Christian theology,"lorde, lawe, soch, god, holy, christ, lawes, whan, gospell, saynt"
Tragicomedy,23,0,609,0.0,23. Medieval language and natural elements,Medieval language and natural elements,"wyth, dothe, doothe, agayne, lyght, styll, hande, syght, myght, seas"
Tragicomedy,24,0,609,0.0,24. Latin function words,Latin function words,"est, non, que, sed, ego, si, hoc, qui, te, ad"
Tragicomedy,27,0,609,0.0,27. Personal names and familial relationships,Personal names and familial relationships,"antonio, berinthia, trincalo, flauia, sebastiano, valasco, pandolfo, sister, armellina, love"
Tragicomedy,28,0,609,0.0,28. Ancient Roman political and military figures,Ancient Roman political and military figures,"marius, scilla, rome, pompey, frends, consull, scillas, caesar, cynna, vvhat"
Tragicomedy,31,0,609,0.0,31. Early Modern English Poetry and Names,Early Modern English Poetry and Names,"amyntas, phillis, noe, soe, stil, sweete, fro, whoe, shal, bony"
Tragicomedy,32,0,609,0.0,32. Religious figures and worship practices,Religious figures and worship practices,"god, iacob, temple, lord, philologus, lorde, saviour, prophet, doo, gods"
Tragicomedy,34,0,609,0.0,34. Roman political figures and power struggles,Roman political figures and power struggles,"caesar, cleopatra, antony, state, death, st, caesars, euer, blood, dead"
Tragicomedy,36,0,609,0.0,36. Medieval Romance and Chivalry,Medieval Romance and Chivalry,"roderigo, cimena, love, sancho, cid, honour, madam, king, heart, duty"
Tragicomedy,38,0,609,0.0,38. Shakespearean Drama Characters and Relationships,Shakespearean Drama Characters and Relationships,"hamlet, lord, horatio, laertes, mother, denmarke, king, father, leartes, heauen"
Tragicomedy,40,0,609,0.0,40. Roman historical figures and imperial themes,Roman historical figures and imperial themes,"rome, titus, andronicus, lucius, emperour, marcus, lauinia, gothes, sonnes, saturnine"
Tragicomedy,42,0,609,0.0,42. Roman-Egyptian Historical Figures and Relationships,Roman-Egyptian Historical Figures and Relationships,"antonius, cleopatra, anthony, queen, plutarch, dio, love, canidius, rome, egypt"
Tragicomedy,43,0,609,0.0,43. Medieval Religious and Familial Language,Medieval Religious and Familial Language,"wyfe, daye, godes, father, praye, therfore, wherfore, waye, tyll, woulde"
Tragicomedy,45,0,609,0.0,45. Medieval social roles and everyday objects,Medieval social roles and everyday objects,"clay, squire, awdrey, tub, turfe, puppy, hun, iohn, marten, chanon"
Tragicomedy,48,0,609,0.0,48. British nobility and historical figures,British nobility and historical figures,"cromwell, bedford, lord, earle, gardiner, lambeth, hodge, hart, mantua, thomas"
Tragicomedy,49,0,609,0.0,49. Biblical figures and ancient Israel royalty,Biblical figures and ancient Israel royalty,"dauids, israel, absalon, dauid, vrias, ioab, absolon, ammon, king, cusay"
Tragicomedy,50,0,609,0.0,50. Shakespearean characters and events from Romeo and Juliet,Shakespearean characters and events from Romeo and Juliet,"romeo, tybalt, mercutio, iuliet, night, mountague, dead, romeos, paris, tibalt"
Tragicomedy,56,0,609,0.0,56. Characters in a Shakespearean Comedy,Characters in a Shakespearean Comedy,"kate, ferando, polidor, bianca, lucentio, gremio, tranio, katherine, sander, petruchio"
Tragicomedy,57,0,609,0.0,57. Medieval English dialects and linguistic variation,Medieval English dialects and linguistic variation,"ich, neele, diccon, gammer, hodge, cham, chat, gogs, chil, hodg"
Tragicomedy,58,0,609,0.0,58. Characters and Marriage in Classical Drama,Characters and Marriage in Classical Drama,"pamphilus, dauus, chremes, simo, doo, glycerie, marriage, matter, carinus, childe"
Tragicomedy,61,0,609,0.0,61. Ancient historical figures and rulers,Ancient historical figures and rulers,"cyrus, abradates, panthea, gobrias, antiochus, libanio, campe, babylon, lord, dinon"
Tragicomedy,62,0,609,0.0,62. Medieval Household and Servitude Terms,Medieval Household and Servitude Terms,"hir, quod, fraunces, dame, mistresse, mistres, elynor, pergo, seruaunt, chamber"
Tragicomedy,63,0,609,0.0,63. Classical Friendship and Loyalty Narratives,Classical Friendship and Loyalty Narratives,"damon, pithias, dionisius, doo, kinge, carisophus, friendship, die, frindship, courte"
Tragicomedy,65,0,609,0.0,65. Medieval or Renaissance Drama Characters,Medieval or Renaissance Drama Characters,"faukenbridge, skinke, hermit, richard, redcap, fau, prince, porter, iohn, la"
Tragicomedy,67,0,609,0.0,67. Arthurian legend and medieval warfare,Arthurian legend and medieval warfare,"mordred, warres, arthur, arthurs, mordreds, fates, sire, brytaine, brytaines, gorlois"
Tragicomedy,68,0,609,0.0,68. Characters and events from the Aeneid epic poem,Characters and events from the Aeneid epic poem,"aeneas, dido, iarbus, didos, achates, anna, carthage, ascanius, ships, troy"
Tragicomedy,69,0,609,0.0,69. Classical Mythology and Performing Arts,Classical Mythology and Performing Arts,"apollos, apollo, siren, hedone, muses, shrouing, amphibius, play, schoole, whoope"
Tragicomedy,70,0,609,0.0,70. Scottish historical figures and places,Scottish historical figures and places,"wallace, bruce, selby, clifford, mentith, grimsby, graham, scotch, scotland, bloud"
Tragicomedy,71,0,609,0.0,71. Religious morality and repentance,Religious morality and repentance,"god, synne, beleue, mercy, repent, sinne, repentance, lorde, godly, wicked"
Tragicomedy,72,0,609,0.0,72. Personal names and surnames,Personal names and surnames,"robin, george, frier, greene, earle, hood, pinner, king, wakefield, lluellen"
Tragicomedy,74,0,609,0.0,74. Mythological Figures and Names,Mythological Figures and Names,"pandora, stesias, iphicles, melos, learchus, gunophilus, pandoraes, loue, fayre, vvhat"
