Genre_Main,topic,ChunkCount,NumChunks_in_Genre,Percentage_within_Genre,topic_label,topic_summary,top_words
Tragicomedy,4,0,432,0.0,4. English royal and noble power dynamics,English royal and noble power dynamics,"king, lord, yorke, duke, france, henry, england, richard"
Tragicomedy,13,0,432,0.0,13. Civic ceremony and public honor in early modern London,Civic ceremony and public honor in early modern London,"london, maior, worthy, time, honor, yeare, honour, day"
Tragicomedy,16,0,432,0.0,16. Divine justice and moral reckoning,Divine justice and moral reckoning,"payne, god, parte, gyue, thynke, eueryman, heuen, ryght"
Tragicomedy,18,0,432,0.0,18. Religious authority and divine law,Religious authority and divine law,"god, lawe, lorde, holy, christ, soch, synne, lawes"
Tragicomedy,26,0,432,0.0,26. Early Modern English modal and epistemic expressions,Early Modern English modal and epistemic expressions,"ys, yt, wyth, thyng, shuld, wold, reason, wyse"
Tragicomedy,28,0,432,0.0,28. Military leadership and social hierarchy in early modern society,Military leadership and social hierarchy in early modern society,"captaine, horse, house, george, maister, pray, master, doctor"
Tragicomedy,30,0,432,0.0,30. Pastoral romance and courtship dynamics,Pastoral romance and courtship dynamics,"amyntas, phillis, noe, soe, stil, sweete, fro, whoe"
Tragicomedy,31,0,432,0.0,31. Religious authority and divine presence in early modern drama,Religious authority and divine presence in early modern drama,"god, iacob, temple, lord, philologus, doo, lorde, gods"
Tragicomedy,34,0,432,0.0,34. Social hierarchy and religious figures in early modern drama,Social hierarchy and religious figures in early modern drama,"bacon, margret, lacie, peggie, frier, lord, lacy, fryer"
Tragicomedy,35,0,432,0.0,35. Roman political power and imperial conflict,Roman political power and imperial conflict,"caesar, cleopatra, antony, state, death, st, caesars, euer"
Tragicomedy,36,0,432,0.0,36. Chivalric honor and courtly love dynamics,Chivalric honor and courtly love dynamics,"roderigo, cimena, love, sancho, cid, honour, madam, king"
Tragicomedy,40,0,432,0.0,40. Royal family dynamics and political intrigue in Denmark,Royal family dynamics and political intrigue in Denmark,"hamlet, lord, horatio, laertes, mother, king, father, denmarke"
Tragicomedy,43,0,432,0.0,43. Roman political and military alliances,Roman political and military alliances,"marius, scilla, rome, frends, scillas, consull, vvhat, cynna"
Tragicomedy,45,0,432,0.0,45. Familial conflict and tragic love in Verona,Familial conflict and tragic love in Verona,"romeo, tybalt, iuliet, mercutio, night, dead, loue, mountague"
Tragicomedy,46,0,432,0.0,46. Domestic relationships and social obligations,Domestic relationships and social obligations,"wyfe, daye, father, wherfore, praye, woulde, therfore, waye"
Tragicomedy,48,0,432,0.0,48. Biblical monarchy and dynastic conflict,Biblical monarchy and dynastic conflict,"israel, dauids, dauid, absalon, vrias, ioab, king, absolon"
Tragicomedy,49,0,432,0.0,49. Rural life and social roles in early modern England,Rural life and social roles in early modern England,"clay, squire, tub, turfe, awdrey, puppy, hun, iohn"
